epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
10;0.2725445628166199;0.89707786;0.6294036073005724;0.8846927591182929;0.5762455963764469;0.9193101;0.6768202;0.96573186;0.45848012;0.8749224;0.5279280241369382;0.8542030269301949;0.2947724461555481;0.5068807339449541;0.91128755;0.5507692;0.9475951;0.41055045
11;0.27080821990966797;0.8986445;0.6391088809996617;0.8874725260435149;0.5840040241448692;0.90449035;0.800965;0.9870017;0.33417213;0.8845438;0.5324944966331411;0.8495693572712845;0.28965479135513306;0.5045871559633027;0.9004645;0.65384614;0.9741565;0.3119266
12;0.2703129053115845;0.9034126;0.6482115406784845;0.8888996771118779;0.5868142929038752;0.9154753;0.7560756;0.97865134;0.42274785;0.8833023;0.5436852203773971;0.847718276836344;0.2916789650917053;0.5011441647597255;0.90847456;0.6102941;0.9619526;0.38073394
13;0.267507940530777;0.90334445;0.650138881434557;0.8899206112775423;0.5903371917463512;0.91364;0.76996195;0.9809359;0.40764973;0.8836127;0.5420706820963016;0.8485933929147704;0.2893880307674408;0.5091743119266054;0.90575564;0.62151396;0.96590096;0.35779816
14;0.26694875955581665;0.9036169;0.6542511760288058;0.8911618009578408;0.5881466599698644;0.9133016;0.7760618;0.98172367;0.4046301;0.88547486;0.530520960436071;0.8448336044574115;0.2932630777359009;0.5022935779816514;0.9067654;0.6334661;0.9669778;0.3646789
15;0.26574134826660156;0.9028677;0.6600217587821271;0.8943306773688658;0.6004026170105687;0.91268677;0.77259475;0.9815661;0.40010065;0.8860956;0.5539534170201293;0.8582139070187108;0.28668496012687683;0.5091743119266054;0.9057363;0.64315355;0.96913135;0.35550457
16;0.2633451223373413;0.9032763;0.6707108404481338;0.8988517335264694;0.6099647710115752;0.90865594;0.8196167;0.98739564;0.3658782;0.88764745;0.5417841815321346;0.8489885535146242;0.29489538073539734;0.5022935779816514;0.90292555;0.6728972;0.9748744;0.33027524
17;0.2601282596588135;0.9039575;0.666523087544137;0.8970193765383294;0.6071428571428571;0.9124269;0.78821176;0.9832992;0.39708102;0.88857853;0.5468770066931892;0.8531393863155885;0.29234910011291504;0.5137614678899083;0.90571713;0.6666667;0.9723618;0.35321102
18;0.25930073857307434;0.906614;0.6821657808126245;0.9034743240865531;0.6129843985908404;0.91736084;0.77598566;0.9803057;0.43583292;0.8857852;0.5510179474008537;0.8561985879594566;0.2866312563419342;0.5194508009153318;0.90927553;0.6268657;0.96410626;0.3853211
19;0.25863412022590637;0.90668213;0.6850339012285248;0.9040024139893393;0.6116700201207244;0.91358656;0.8113017;0.98526865;0.4046301;0.8867163;0.5523465093121633;0.8485275328147948;0.2917269170284271;0.5056947608200456;0.90689075;0.6437247;0.9684135;0.3646789
20;0.2564820647239685;0.90688646;0.6831777091845888;0.8996725327199668;0.6139909411172622;0.91615844;0.7891791;0.98219633;0.42576748;0.88019866;0.5294334480241614;0.8454716241759254;0.29553458094596863;0.4965675057208238;0.9056795;0.594697;0.9615937;0.36009175
21;0.2561948895454407;0.90913427;0.6881389435438626;0.9042340281944503;0.6155007549068948;0.9231858;0.7593328;0.9761304;0.48112732;0.8829919;0.5438251121971699;0.8526092125107846;0.29120296239852905;0.5137614678899083;0.90983325;0.6042403;0.959799;0.39220184
22;0.25526168942451477;0.9077038;0.6880560857939871;0.9041345950505923;0.6148818501759679;0.91592693;0.8009524;0.9835355;0.42325112;0.8823712;0.5416764735870333;0.8541495155989647;0.29281172156333923;0.5125858123569794;0.9059022;0.6108949;0.96410626;0.36009175
23;0.253680944442749;0.9100879;0.7011344898681914;0.9067140089485071;0.6247484909456741;0.91711897;0.8185291;0.9850323;0.43130347;0.8879578;0.5412606680941215;0.8534752728254642;0.2892366945743561;0.5135135135135135;0.90866196;0.64705884;0.9676956;0.37844038
24;0.2506711781024933;0.90647775;0.6792337899499636;0.8998743923100595;0.6041247484909457;0.9195138;0.7584175;0.9773909;0.4534474;0.8808194;0.527397075586995;0.8475206965364173;0.3075583875179291;0.4988558352402746;0.9098976;0.5890411;0.9569275;0.39449543
25;0.25074103474617004;0.90368503;0.6954177972809256;0.9081888347997609;0.6232394366197183;0.90593064;0.8640407;0.99157083;0.34222445;0.88857853;0.5370683172376348;0.847454013185192;0.29997679591178894;0.49887133182844245;0.90062726;0.69948184;0.97918165;0.30963302
26;0.2519775927066803;0.9115864;0.7104946896443562;0.9115670243220289;0.6331152491192753;0.91909385;0.8175115;0.98440206;0.4464016;0.8888889;0.535282480404428;0.8494224069232137;0.29587480425834656;0.5045871559633027;0.90958166;0.6511628;0.9676956;0.3853211
27;0.25064173340797424;0.9124719;0.7142924497449029;0.9126243935192745;0.6331152491192753;0.9181878;0.8375;0.98668665;0.43834928;0.8820608;0.5325564783481611;0.8500628963954768;0.29477691650390625;0.5068807339449541;0.9039624;0.6147541;0.9662599;0.3440367
28;0.24977652728557587;0.90906614;0.701137748006172;0.9089366053445394;0.6172032193158954;0.9167217;0.8098859;0.9842445;0.4287871;0.88485414;0.5358153105194976;0.8512771919887774;0.29303357005119324;0.5114678899082569;0.9083531;0.6226415;0.96410626;0.37844038
29;0.2468167543411255;0.9139704;0.7179208805885874;0.9132047373628919;0.6346250629089079;0.92004114;0.8370577;0.986214;0.45244086;0.8845438;0.5254119567765356;0.839507168871882;0.3025008738040924;0.5045871559633027;0.90721995;0.624031;0.9651831;0.36926606
30;0.24914641678333282;0.9121313;0.7074739343395396;0.908390060047628;0.6282696177062375;0.91920304;0.8229842;0.9849535;0.44690487;0.88175046;0.5250669531081851;0.8526462588170208;0.2968202531337738;0.4853932584269663;0.90583867;0.6061776;0.9633884;0.36009175
31;0.24480010569095612;0.9111096;0.7116564661883321;0.9107497536571614;0.6322937625754527;0.9188056;0.8145757;0.9841657;0.44438854;0.8836127;0.5287156703410522;0.8468341049941713;0.29648420214653015;0.5137614678899083;0.90906006;0.6109091;0.9615937;0.3853211
32;0.24447914958000183;0.9120632;0.7189494516908265;0.9136822384731891;0.6383299798792756;0.9165023;0.8508065;0.988341;0.42476094;0.88547486;0.5300459798298579;0.8441708872014067;0.3134959638118744;0.49774774774774777;0.9059456;0.63673466;0.96805453;0.35779816
33;0.24504823982715607;0.9128125;0.7197256684776009;0.9153390214272081;0.6376446904881731;0.9201885;0.82165605;0.98455966;0.45445395;0.8833023;0.5359971445447484;0.8435987275828685;0.30340829491615295;0.49770642201834864;0.9059973;0.61811024;0.9651831;0.36009175
34;0.2428383082151413;0.9115183;0.7279084711179595;0.9176724096575749;0.6500754147812972;0.914937;0.86210525;0.9896802;0.41217917;0.88547486;0.524806296388785;0.8442425100601302;0.307256817817688;0.49774774774774777;0.90296763;0.6502242;0.97200286;0.3325688
35;0.24274130165576935;0.9138342;0.7255972258269381;0.9180239541897075;0.6462003019627579;0.92263883;0.8112069;0.98274773;0.47357824;0.88112974;0.5264467476074889;0.8485859836535232;0.29846474528312683;0.5045871559633027;0.90770274;0.59636366;0.96015793;0.3761468
36;0.2407597005367279;0.91594577;0.7316084310141227;0.9182557269803748;0.6453722334004024;0.92710197;0.79762846;0.979833;0.5078007;0.8786468;0.5197146657017784;0.8403905174628055;0.31073588132858276;0.4885844748858447;0.90996236;0.57475084;0.95405596;0.39678898
37;0.2413574904203415;0.91669506;0.7384772663763258;0.9207480575846357;0.649723200805234;0.92381585;0.8327526;0.9848747;0.48112732;0.8829919;0.5244727193744886;0.8418600209435119;0.3102225363254547;0.5034324942791762;0.9084435;0.60805863;0.9615937;0.38073394
38;0.23886021971702576;0.91710377;0.7397648138503864;0.9189229162393115;0.6522395571212883;0.9294963;0.7916667;0.9783362;0.5259185;0.8820608;0.516351540547232;0.8422485955333678;0.30883631110191345;0.5045871559633027;0.9111415;0.5945946;0.9569275;0.40366971
39;0.24239139258861542;0.91669506;0.7345409968790781;0.9194521162409925;0.6517362858580775;0.93348956;0.7634483;0.97297937;0.5571213;0.8798883;0.5236054253069047;0.8437049269940793;0.3105704188346863;0.5045871559633027;0.91577125;0.5727003;0.948313;0.44266054
40;0.23815388977527618;0.9158096;0.745042865792689;0.9235072083875265;0.6587820835430297;0.91970694;0.86420953;0.9889712;0.44841468;0.8836127;0.5171111952644861;0.8394042624656702;0.3069283962249756;0.48623853211009177;0.90412337;0.62761503;0.96805453;0.3440367
41;0.23607848584651947;0.91540086;0.73716187012366;0.9218704270368074;0.6544450025113009;0.92016435;0.8537512;0.9878683;0.45244086;0.8820608;0.5210096152621767;0.8402184579516193;0.3086254298686981;0.4919908466819222;0.9045057;0.61290324;0.965542;0.34862384
42;0.2387499064207077;0.91812545;0.7461361799399819;0.9223975059566716;0.6559356136820925;0.9253146;0.8351836;0.984796;0.4921993;0.8808194;0.5157332679770571;0.8403238341115803;0.3077645003795624;0.4771689497716895;0.9079484;0.5935252;0.95944005;0.37844038
43;0.23778298497200012;0.9176487;0.7483020654345505;0.924233887053305;0.6624748490945674;0.925087;0.83191127;0.98448086;0.4906895;0.8814401;0.5205050310651884;0.8432587248167442;0.30284425616264343;0.49770642201834864;0.90718156;0.6;0.96123475;0.37155962
44;0.2339479625225067;0.9177168;0.7455821759568505;0.9246575880135961;0.6619718309859155;0.9257228;0.8270361;0.98377186;0.4957222;0.88268155;0.5121004040588675;0.841786751582289;0.3084552586078644;0.4965675057208238;0.9089674;0.60431653;0.96051687;0.3853211
45;0.23655490577220917;0.915469;0.7469549669358828;0.9242716700621156;0.6628082536487166;0.9199237;0.8572797;0.9882622;0.45042777;0.8820608;0.5276552770294254;0.8407181714601843;0.30716705322265625;0.4863013698630137;0.9034205;0.6166667;0.9669778;0.33944955
46;0.23447608947753906;0.9168994;0.7463447852284373;0.9254163604313496;0.6638147961751384;0.922584;0.84705883;0.98668665;0.47106192;0.8792675;0.49492551216205116;0.8326774765044094;0.3162321150302887;0.47651006711409394;0.90394336;0.5921569;0.9626705;0.34633029
47;0.23700103163719177;0.9193515;0.7550295787518797;0.9261802670564911;0.6643180674383493;0.92617005;0.8411215;0.98526865;0.49823856;0.88175046;0.5215540389347937;0.8363681118567938;0.3111150860786438;0.49311926605504586;0.9077653;0.6007326;0.9608758;0.3761468
48;0.23267100751399994;0.9183979;0.7490631271731368;0.9258045184038141;0.6688475088072471;0.9247081;0.84394073;0.98589885;0.48716658;0.8829919;0.5253220795326876;0.8380417816474247;0.32427695393562317;0.48623853211009177;0.90623945;0.61478597;0.9644652;0.36238533
49;0.23150034248828888;0.9158096;0.7494192033592186;0.927808405494387;0.6668344237544036;0.9230542;0.82967514;0.9847172;0.47559133;0.8833023;0.5262530336830916;0.837794806272516;0.31003955006599426;0.49311926605504586;0.9070946;0.6145038;0.9637473;0.36926606
50;0.23179671168327332;0.92078197;0.7607068425750391;0.9286778904536965;0.6686777275012569;0.93255305;0.80473375;0.97920275;0.54755914;0.877095;0.5137987024544203;0.8365006553079947;0.3308434784412384;0.49443207126948774;0.9134948;0.560241;0.9475951;0.4266055
51;0.23167076706886292;0.92146313;0.7603512220244509;0.9287070305496837;0.6710261569416499;0.93098813;0.8227554;0.98196;0.5349774;0.8761639;0.49978550374650477;0.8302307737903146;0.33009275794029236;0.4840182648401826;0.91027844;0.55910546;0.95046663;0.40137616
52;0.23237638175487518;0.91778487;0.7517541600046771;0.9269518650811177;0.6668344237544036;0.9235307;0.84821427;0.98660785;0.4781077;0.8823712;0.513611297921658;0.8347298418699;0.31640857458114624;0.4908256880733945;0.90700036;0.60754716;0.9626705;0.36926606
53;0.2339414656162262;0.9213269;0.7639911461341523;0.9299537707244561;0.6753768844221105;0.935204;0.7921348;0.9766819;0.56768996;0.8808194;0.512032905423933;0.8372967392664502;0.3215617835521698;0.49770642201834864;0.9164355;0.5769231;0.94867194;0.4472477
54;0.22944368422031403;0.92384714;0.7756169989537041;0.9325875001754353;0.6804227478610971;0.93136084;0.84402215;0.98448086;0.53648716;0.88392305;0.514201952500409;0.8410203046688225;0.31402766704559326;0.4908256880733945;0.9113233;0.6068966;0.9590811;0.40366971
55;0.22999581694602966;0.9213269;0.7672310050310881;0.9299879855582478;0.684952189229995;0.92607635;0.8649123;0.9878683;0.49622548;0.8820608;0.5218230125805688;0.842248595533368;0.3144207000732422;0.49311926605504586;0.9086277;0.60071945;0.96015793;0.38302752
56;0.2291889786720276;0.9235747;0.7727626034436527;0.9327833136911907;0.6819325616507298;0.9316622;0.83868444;0.98377186;0.53900355;0.8808194;0.5110422288828874;0.8334793232216127;0.32343789935112;0.5045871559633027;0.9113014;0.5860927;0.9551328;0.4059633
57;0.226876899600029;0.92125875;0.7667478929568141;0.9312692973843134;0.6784096628082537;0.93343353;0.80306345;0.9787301;0.55410165;0.8761639;0.5046604701117663;0.8266850306578765;0.32939058542251587;0.47477064220183485;0.9131187;0.5555556;0.94687724;0.42431194
